pid,price,link,name
B013OZ08OU,,,"Panasonic P55 Novo (Champagne Gold, 2GB RAM)"
B01MS81PZ0,"9,999.00",http://www.amazon.in/MEIZU-M5-ANDROID-LOLLIPOP-CAMERA/dp/B01MS81PZ0,"MEIZU M5 3GB+32 GB,ANDROID LOLLIPOP WID 13MP CAMERA"
B06VWDQX6R,"4,699.00",http://www.amazon.in/Intex-Aqua-Lions-4G-Black-Grey/dp/B06VWDQX6R,Intex Aqua Lions 4G (Black-Grey)
B0713TC5C5,999.00,http://www.amazon.in/Duoss-B310-Keypad-Display-Assorted/dp/B0713TC5C5,"Duoss B310 Dual Sim Keypad Mobile Phone with2 inch Display,Assorted color"
B01DIQWDT8,"1,214.00",http://www.amazon.in/Salora-C1-Champ-Black-Red/dp/B01DIQWDT8,Salora C1 CDMA (Champ) Black & Red (Made In India)
B01H51JIIQ,585.00,http://www.amazon.in/Melbon-Dude-Moblie-Phone-Yellow/dp/B01H51JIIQ,"Melbon Dude 02 Moblie Phone (Dual Sim,  Yellow)"
B00TGWLX04,,,Karbonn A6 Turbo (White)
B01B7LZS8O,"6,499.00",http://www.amazon.in/Micromax-Canvas-Juice-Q461-Grey/dp/B01B7LZS8O,Micromax Canvas Juice 4G Q461 (Grey)
B01DZUC50O,999.00,http://www.amazon.in/Kall-K55-Dual-Mobiles-Red/dp/B01DZUC50O,I Kall K55 set of 2 Dual Sim Mobiles (Red & Red)
B06X1G932F,"7,995.00",http://www.amazon.in/Worldphone-Support-Android-Lollipop-Camera/dp/B06X1G932F,surya Obi Worldphone SF1 4G JIO Sim Support 5 inch 3GB RAM and 32 GB ROM Android Lollipop With 13 Mpix Camera in Black
B01M67Y0WV,849.00,http://www.amazon.in/Salora-KC12-Tiger-2-White-Silver/dp/B01M67Y0WV,Salora KC12 Tiger-2 (Dual Sim) White Silver (1000 mAh)
B01H5D6NCS,"11,645.00",http://www.amazon.in/HTC-Desire-Dual-Sunset-Blue/dp/B01H5D6NCS,"HTC Desire 628 Dual SIM (4G, Sunset Blue)"
B01ESUFQU6,"10,990.00",http://www.amazon.in/Acer-Liquid-Z630S-Black/dp/B01ESUFQU6,Acer Liquid Z630S (Black)
B06WCZGBT9,"1,238.00",http://www.amazon.in/blackbear-C99-Marathon-Torch-Blue/dp/B06WCZGBT9,"blackbear C99 Marathon with FREE USB Torch Light,USB Fan & OTG (Blue)"
B071HHR424,"12,890.00",http://www.amazon.in/LeEco-Max2-X821-Certified-Refurbished/dp/B071HHR424,"LeEco Le Max2 X821 (Grey, 32GB)(Certified Refurbished)"
B01MZD4IK9,"1,890.00",http://www.amazon.in/Karbonn-Baahubali-K4000-Black-Yellow/dp/B01MZD4IK9,"Karbonn K4000 Baahubali, Black-Yellow"
B073T37JH7,"6,499.00",http://www.amazon.in/ZTE-Blade-V6-Android-VoLTE/dp/B073T37JH7,"ZTE Blade V6 - Grey (5"" HD IPS/13 MP+5MP/ 2GB RAM+16 GB ROM/Android 5.0/ 4G VoLTE)"
B01BDEIU58,"1,250.00",http://www.amazon.in/Blu-T275T-BLU-Diva-Grey/dp/B01BDEIU58,BLU Diva II (Grey)
B00IXCX69E,"1,279.00",http://www.amazon.in/Lava-ARC-12-Plus-White/dp/B00IXCX69E,Lava ARC 12 Plus (White)
B0196P76V0,"12,199.00",http://www.amazon.in/Asus-Zenfone-Laser-Black-RAM/dp/B0196P76V0,"Asus Zenfone 2 Laser (Black, 16 GB)  (3 GB RAM)"
B01N6NEZRZ,"1,479.00",http://www.amazon.in/Lava-Metal-24-Black/dp/B01N6NEZRZ,Lava Metal 24 (Black)
B071WPJLNN,"1,399.00",http://www.amazon.in/Mobile-unbreakable-Screen-Battery-Speaker/dp/B071WPJLNN,MU Phone M510 Mobile Phone with unbreakable LCD Screen Dual SIM Big Battery Torch Super Speaker Cell China Keypad Bar Daily Use rough (Random Colour)
B0199ONNG0,"4,599.00",http://www.amazon.in/Karbonn-Titanium-S205-Black-Blue/dp/B0199ONNG0,Karbonn Titanium S205 (Black-Blue)
B01B5NX76O,"1,429.00",http://www.amazon.in/Lava-Spark-One-White-Gold/dp/B01B5NX76O,Lava Spark One (White-Gold)
B06XC77CN8,"1,049.00",http://www.amazon.in/dp/B06XC77CN8,I-Smart-IS-201-Plus-(Black-Purple)DualSim-Basic MobilePhone-(dualsim-mobile)
B01LY9UQLK,"63,500.00",http://www.amazon.in/Apple-iPhone-Plus-Rose-Gold/dp/B01LY9UQLK,"Apple iPhone 7 Plus (Rose Gold, 32GB)"
B01E3VNAWQ,,,Asus Zenfone Go (2nd generation) (Silver)
B01M3SZ4RG,,,Salora KT24+ Zing (Dual Sim) Black-Red (1800 mAh)
B06XNP1K4S,"1,050.00",http://www.amazon.in/Videocon-Dost-V1RA-Dual-1000/dp/B06XNP1K4S,Videocon Dost 2 V1RA Dual Sim 1000 mAh
B01HOI6OEG,,,Mido Feature Phone (D19) Dual Sim Mobile (Black/White)
B00J60MFTO,,,Micromax Canvas Juice A177 (Black)
B01N6X75SC,"1,029.00",http://www.amazon.in/Micromax-Screen-Marathon-Battery-Recording/dp/B01N6X75SC,"Micromax X595 Grey (Dual Sim, 1.77"" Screen with Marathon Battery & Voice Call Recording)"
B06XVX8Q2S,"3,699.00",http://www.amazon.in/dp/B06XVX8Q2S,Intex Aqua 4.0 4G (Champagne)
B01HGQUW0S,"12,490.00",http://www.amazon.in/HTC-Desire-630-4G-LTE/dp/B01HGQUW0S,HTC Desire 630 Dual Sim 4G LTE 16GB with 2GB Ram - Golden Graphite
B06XW6T4ZN,"24,999.00",http://www.amazon.in/Nubia-Z11-Grey-64GB-Memory/dp/B06XW6T4ZN,"Nubia Z11 (Grey, 6GB RAM + 64GB Memory)"
B01N1UM7CG,"48,200.00",http://www.amazon.in/Samsung-Galaxy-SM-G935F-Black-Pearl/dp/B01N1UM7CG,"Samsung Galaxy S7 Edge SM-G935F (Black Pearl, 128 GB)"
B015Q4Y8UC,"12,990.00",http://www.amazon.in/Asus-Zenfone-ZE551ML-Gold-RAM/dp/B015Q4Y8UC,"Asus Zenfone 2 ZE551ML (Gold, 32 GB) (4 GB RAM)"
B01G5F4L80,"18,900.00",http://www.amazon.in/Samsung-Galaxy-A5-2016-White/dp/B01G5F4L80,Samsung Galaxy A5 2016 (White)
B0196ASR54,"5,200.00",http://www.amazon.in/Infocus-M260-8Gb-1Gb-White/dp/B0196ASR54,Infocus M260 8Gb 1Gb - White/Black
B01EYP0Z06,"1,749.00",http://www.amazon.in/KECHAODA-50000-Battery-Mobile-Phone/dp/B01EYP0Z06,KECHAODA K60 50000 mAh Big Battery Big Mobile Phone (Gold)
B01H8HGBTG,699.00,http://www.amazon.in/Adcom-Mobile-Phone-Camera-Black/dp/B01H8HGBTG,Adcom 111 Dual Sim Mobile Phone with Camera (Black & Blue)
B0721MW46P,"5,899.00",http://www.amazon.in/dp/B0721MW46P,GoodOne Jiyo True 4G JIO + VoLTE 5.5 Inch FHD LCD Android 6.0 Marshmallow Dual Sim Smartphone 2GB RAM 16GB Internal Memory 4000mAh Battery 5 MP Selfie + 13 MP Rear Camera with Flash Speakers in Bottom For Perfect Ring and Music Experience (Gold)
B071G8BJGZ,"7,992.00",http://www.amazon.in/Dazen-X7-100-Touch-screen-Reliance-Smartphone/dp/B071G8BJGZ,Coolpad Model Cool Dazen X7-100 4G 5.2” Touch-screen 4G (Reliance Jio 4G Sim Support) 2 GB RAM & 16 GB Internal Memory and 13 Mpix /5 Mpix Hd Smartphone in White Colour
B01AXR6NLE,"35,800.00",http://www.amazon.in/Samsung-Note-DS-Gold-Platinum/dp/B01AXR6NLE,"Samsung Note 5 DS (Gold Platinum, 32GB)"
B01LZ8VT52,"79,990.00",http://www.amazon.in/Apple-iPhone-Plus-Rose-256GB/dp/B01LZ8VT52,"Apple iPhone 7 Plus (Rose Gold, 256GB)"
B01KPT8P1Q,"6,499.00",http://www.amazon.in/Zopo-Color-F2-fingerprint-Replacement/dp/B01KPT8P1Q,"Zopo Color F2 - 4G VoLTE (Black, 2GB RAM + 16 GB ROM, 5.5"" HD IPS, Multi function fingerprint Scanner, 365 Days Replacement Warranty)"
B01EMTUH16,"10,700.00",http://www.amazon.in/LG-K10-Mobile-Phone-Black-Blue/dp/B01EMTUH16,"LG K10 4G Dual Sim Mobile Phone (16GB, Black-Blue)"
B01M334FYA,"1,039.00",http://www.amazon.in/Infocus-F115-Dual-Display-Battery/dp/B01M334FYA,Infocus F115 Dual Sim (White)
B0119F11PW,"1,275.00",http://www.amazon.in/Micromax-GC313/dp/B0119F11PW,Micromax GC313
B01GTIV3PM,"1,049.00",http://www.amazon.in/Haier-M311-Black/dp/B01GTIV3PM,Haier M311 (Black)
B01LYD0RHI,"15,549.00",http://www.amazon.in/Gionee-S6-Pro-Gold/dp/B01LYD0RHI,Gionee S6 Pro (Gold)
B01JHYE4U6,,,"Oppo F1S (Gold, 32GB)"
B01BTQ3E6K,899.00,http://www.amazon.in/Videocon-V1393-Black-and-Blue/dp/B01BTQ3E6K,Videocon V1393 Black and Blue
B071J1KMCZ,"4,690.00",http://www.amazon.in/Surya-Touch-screen-Support-Internal-Smartphone/dp/B071J1KMCZ,Surya Malata Model S521 4G 5.0 Touch-screen 4G Jio 4G Support 1 GB RAM & 8 GB Internal Memory & 13 Mpix/5 Mpix 2000 mAh Battery HD Smartphone in White
B01MTMU2Y1,"5,399.00",http://www.amazon.in/LYF-Wind-7i-Lyf-Blue/dp/B01MTMU2Y1,Lyf Wind 7i (Blue)
B01HCWY17G,"4,999.00",http://www.amazon.in/Intex-Aqua-4G-Strong-Champagne/dp/B01HCWY17G,"Intex Aqua 4G Strong (Champagne, 8GB)"
B01G3J6NSO,"7,490.00",http://www.amazon.in/VIVO-Y21-Vivo-White/dp/B01G3J6NSO,Vivo Y21 (White)
B01H6H6KGW,949.00,http://www.amazon.in/Lava-ARC-105-Black/dp/B01H6H6KGW,Lava ARC 105 (Black)
B01MTLBA8J,,,Lyf F8 (Blue)
B01GTLG7QE,"5,399.00",http://www.amazon.in/Panasonic-P75-Sand-Black/dp/B01GTLG7QE,Panasonic P75 (Sand Black)
B01LY9UGYQ,"62,990.00",http://www.amazon.in/Apple-iPhone-Jet-Black-256GB/dp/B01LY9UGYQ,"Apple iPhone 7 (Jet Black, 256GB)"
B01DDP7MJ0,"6,499.00",http://www.amazon.in/TCL-560-Dark-Grey-VoLTE/dp/B01DDP7MJ0,"TCL 560 (Dark Grey, VoLTE)"
B01KNUW14Y,"2,999.00",http://www.amazon.in/Lava-A48-Champagne-8GB/dp/B01KNUW14Y,"Lava A48 (Champagne, 8GB)"
B01H7BNS7Q,"3,999.00",http://www.amazon.in/Panasonic-T44-Champagne-Gold/dp/B01H7BNS7Q,Panasonic T44 (Champagne Gold)
B01F8KAL46,,,Micromax X715 Dual Sim Mobile Phone - Grey
B01H75QYM8,"9,093.00",http://www.amazon.in/Water-LTE-Smart-Phone-silver/dp/B01H75QYM8,"Water 7 4G LTE Smart Phone, silver"
B01EA4PJWU,"4,699.00",http://www.amazon.in/Gionee-P5-Mini-Black/dp/B01EA4PJWU,Gionee P5 Mini (Black)
B01M7SSPE7,"3,999.00",http://www.amazon.in/Goodone-Selfie-Good-One-Gold/dp/B01M7SSPE7,Good One Selfie (Gold)
B01LXOMBDG,,,"Lava A97 (Black-Gold, VoLTE)"
B01EVL9PQ8,"10,399.00",http://www.amazon.in/Lenovo-Vibe-P1-Turbo-Sliver/dp/B01EVL9PQ8,Lenovo Vibe P1 Turbo (Sliver)
B071ZYST3J,"4,799.00",http://www.amazon.in/Lava-A77-Blue/dp/B071ZYST3J,Lava A77 (Blue)
B0719BNK8C,699.00,http://www.amazon.in/Salora-KC12-Bullet-2-Black-Orange/dp/B0719BNK8C,Salora KC12 Bullet-2 S Black & Orange (Made In India)
B01FW6NIDC,"3,999.00",http://www.amazon.in/Lava-A67-Gold/dp/B01FW6NIDC,Lava A67 (Gold)
B013OZ0GQK,"6,399.00",http://www.amazon.in/Panasonic-P55-Novo-Midnight-Blue/dp/B013OZ0GQK,"Panasonic P55 Novo (Midnight Blue, 2GB RAM)"
B00NZ06GGE,719.00,http://www.amazon.in/Jivi-JV-12M/dp/B00NZ06GGE,Jivi JV 12M
B071WWKLH4,"10,738.57",http://www.amazon.in/Lenovo-Power-32GB-3GB-RAM/dp/B071WWKLH4,Lenovo K6 Power(32GB) (3GB RAM)
B01NAG9DIB,"6,999.00",http://www.amazon.in/Lava-X50-White-Gold/dp/B01NAG9DIB,Lava X50+ (White-Gold)
B06Y1JC8S7,,,Nokia C5 Phone (Grey)
B01IVSW4XS,"1,180.00",http://www.amazon.in/Sansui-Q41-BA3S1-Black/dp/B01IVSW4XS,Sansui Q41-BA3S1-Black
B01E1CI8YW,999.00,http://www.amazon.in/Kall-K55-Dual-Mobiles-White/dp/B01E1CI8YW,I Kall K55 set of 2 Dual Sim Mobiles (White & White)
B018CD2F7M,,,Lenovo A2010 4G (Black)
B01DBK3EPI,"42,200.00",http://www.amazon.in/Samsung-Galaxy-SM-G935F-Smart-Platinum/dp/B01DBK3EPI,"Samsung Galaxy S7 Edge SM-G935F Smart Phone 32 GB, Gold Platinum"
B01GA4IEZW,"3,950.00",http://www.amazon.in/Panasonic-T50-Champagne-Gold/dp/B01GA4IEZW,Panasonic T50 (Champagne Gold)
B0122LV66Q,"7,499.00",http://www.amazon.in/Micromax-Sliver-5-Q450-White-Champagne/dp/B0122LV66Q,Micromax Sliver 5 Q450 (White-Champagne)
B01HIIRNJ2,"6,999.00",http://www.amazon.in/Swipe-Elite-Note-3GB-Black/dp/B01HIIRNJ2,"Swipe Elite Note (3GB, 4G, Black)"
B072V4WF2C,"9,499.00",http://www.amazon.in/Zopo-Speed-X-Smartphone-32GB-ROM-Camera-13MP-Front-Camera/dp/B072V4WF2C,"Zopo Speed X - Soft Light Selfie - Android Smartphone Mobile (Royale Gold, 3GB RAM + 32GB ROM, 13MP + 2MP Dual Rear Camera and 13MP Front Camera)"
B00QTL8JG6,,,"Micromax Canvas Nitro A311 (Blue, 16GB)"
B071RPZD5H,"1,299.00",http://www.amazon.in/Aqua-Glamour-Gorgeous-Recording-Feature/dp/B071RPZD5H,Aqua Glamour - Gorgeous Dual SIM Basic Keypad Mobile Phone with Auto Call Recording Feature - White+Gold
B01J7S3WHS,"3,999.00",http://www.amazon.in/Lava-A68-Silver/dp/B01J7S3WHS,Lava A68 (Silver)
B01LCJPTT4,"5,998.00",http://www.amazon.in/Zopo-Color-F5-Black-VoLTE/dp/B01LCJPTT4,"Zopo Color F5 (Black, 2GB RAM + 16GB ROM) 4G VoLTE"
B01ID499RY,"8,399.00",http://www.amazon.in/Panasonic-ELUGA-3GB-Metalic-Silver/dp/B01ID499RY,"Panasonic ELUGA I2 4G 3GB RAM, Metalic Silver"
B01FM7HHIS,"4,399.00",http://www.amazon.in/Alcatel-Pixi4-5045T-Metal-Gold/dp/B01FM7HHIS,Alcatel Pixi4 5045T (Metal Gold)
B01M8MB78I,359.00,http://www.amazon.in/Nokia-Mobile-Dummy-Deep-Grey/dp/B01M8MB78I,Nokia X2 Mobile Dummy (Toy) ( Deep Grey)
B01GX2CETI,799.00,http://www.amazon.in/Adcom-Mobile-Phone-Camera-Black/dp/B01GX2CETI,Adcom 201 Dual Sim Mobile Phone with Camera(Black Gold)
B01CXXJ8PO,,,Samsung Tizen Z3 (Black)
B01N9CPV10,,,"BlackBerry Dtek 50-STH100-2 (16GB, 3GB RAM,VoLTE)"
B01ABNWQI4,"10,960.00",http://www.amazon.in/Gionee-Marathon-M5-Lite-Gold/dp/B01ABNWQI4,Gionee Marathon M5 Lite (Gold)
B00NTYJQM2,"41,500.00",http://www.amazon.in/BlackBerry-Passport-Black-32GB/dp/B00NTYJQM2,"BlackBerry Passport (Black, 32GB)"
B00MIUCW2E,"2,299.00",http://www.amazon.in/Swipe-Sonic-Android-Jelly-Smartphone/dp/B00MIUCW2E,"Swipe Sonic EVDO(3G) (CDMA+GSM) 4""Inch Android 4.1 Jelly Bean Smartphone- White"
B01H5G447Q,"11,663.00",http://www.amazon.in/HTC-Desire-628-Cobalt-White/dp/B01H5G447Q,"HTC Desire 628 (Cobalt White, 32 GB)"
B00TB7NSOS,"7,475.00",http://www.amazon.in/HTC-Desire-526G-Plus-Glossy/dp/B00TB7NSOS,"HTC Desire 526G Plus (Glossy Black, 16GB)"
B00U1496DM,899.00,http://www.amazon.in/Micromax-X071-White/dp/B00U1496DM,Micromax X071 (White)
B01GEI02K4,"11,990.00",http://www.amazon.in/LG-Stylus-4G-VoLTE-Titanium/dp/B01GEI02K4,LG Stylus 2 4G VoLTE (Titanium)
B013SS1HMU,,,Lava Iris Atom 2 (Black)
B01M58J3Y8,"7,199.00",http://www.amazon.in/LYF-Wind-4S-Lyf-Black/dp/B01M58J3Y8,Lyf Wind 4S (Black)
B01LXEEDMK,,,MICROMAX X777(NEW EDITION WITH LOW RADIATION IMPACT FOR MOBILE USER)
B01L8VKDBU,"1,159.00",http://www.amazon.in/Micromax-X591-white-champagne/dp/B01L8VKDBU,Micromax X591 (white champagne)
B01FM7HGJ8,"4,399.00",http://www.amazon.in/Alcatel-Pixi4-5045T-Metal-Silver/dp/B01FM7HGJ8,Alcatel Pixi4 5045T (Metal Silver)
B01AI68IH2,,,"Karbonn Titanium K9 Smart (Black-Gold, 8GB)"
B01N1Z95OI,599.00,http://www.amazon.in/Mido-M66-Feature-Phone-Black-Green/dp/B01N1Z95OI,Mido M66 Dual Sim Feature Phone (Black-Green)
B00HF4VJCM,,,"Micromax Canvas Blaze MT500 (White, 4GB)"
B06XWBWSWJ,"1,899.00",http://www.amazon.in/AIEK-M5-Lightest-Radiation-LExotique/dp/B06XWBWSWJ,"AIEK M5: Lightest, Lowest Radiation Slim Credit Card Size GSM Phone Mobile By L'Exotique"
B07234TZRW,"1,549.00",http://www.amazon.in/Fox-Mobiles-Gold-Battery-Display/dp/B07234TZRW,"Fox Mobiles Gold+ - 1800 mAh Battery, 6.1 cm (2.4 inch) Display, (Gold Colour)"
B01MU5QURQ,"6,890.00",http://www.amazon.in/Samsung-J120-White/dp/B01MU5QURQ,Samsung J120 (White)
B016QBTCMS,"41,900.00",http://www.amazon.in/Apple-iPhone-6s-Gold-16GB/dp/B016QBTCMS,"Apple iPhone 6s (Gold, 16GB)"
B071935X87,"1,299.00",http://www.amazon.in/KALL-4-57-Mobile-Phone-Combo/dp/B071935X87,I KALL 4.57 cm (1.8 Inch) Mobile Phone Combo - K3310 (Yellow & Dark Blue) With feature of currency detector
B01NBE2IJX,"1,289.00",http://www.amazon.in/Intex-In-Sturdy-IN-STRUDY-Black-Blue/dp/B01NBE2IJX,Intex IN-STRUDY (Black+Blue)
B00JUZ40FC,"5,999.00",http://www.amazon.in/Micromax-Canvas-Doodle-A102-White/dp/B00JUZ40FC,"Micromax Canvas Doodle 3 A102 (White, 1GB RAM)"
B01MR9L4LT,"2,699.00",http://www.amazon.in/AIEK-M3-RADIATION-APPROVED-BLACK/dp/B01MR9L4LT,AIEK M3 ULTRA SLIM CARD SIZE LOW RADIATION BIS APPROVED BLACK MOBILE PHONE
B01KO8AKUW,"6,370.00",http://www.amazon.in/Micromax-Canvas-Lite-Q463-Maple/dp/B01KO8AKUW,"Micromax Canvas 5 Lite Q463 (Maple Wood, 16GB)"
B0716PKTPB,"1,999.00",http://www.amazon.in/SCOSMOS-Light-V2-People-Mobile/dp/B0716PKTPB,Blind People Mobile Phone
B071ZYSZQZ,"4,799.00",http://www.amazon.in/Lava-A77-Silver/dp/B071ZYSZQZ,Lava A77 (Silver)
B01B37B3F4,"25,900.00",http://www.amazon.in/Samsung-Galaxy-A7-2016-White/dp/B01B37B3F4,Samsung Galaxy A7 2016 Edition White
B01MG42KW5,"1,100.00",http://www.amazon.in/Kechaoda-connect-Android-windows-Rosegold/dp/B01MG42KW5,Kechaoda K55 Mini ultra slim card size Mobile phone connect with iphone/Android/windows- Rosegold
B073SZ4PH1,"1,800.00",http://www.amazon.in/lava-kkt-quadra-four-phone/dp/B073SZ4PH1,lava kkt quadra (four sim phone)
B01ELIGLW2,999.00,http://www.amazon.in/Philips-E103-RED/dp/B01ELIGLW2,Philips E103 (RED)
B017W9TO08,"6,849.00",http://www.amazon.in/Micromax-Canvas-MEGA-E353-SLATE/dp/B017W9TO08,Micromax Canvas MEGA - E353 | SLATE GREY
B013WCC730,,,"Motorola Moto X Play XT1562 (Black, 16GB)"
B06XYHLMCX,"1,049.00",http://www.amazon.in/M2-Credit-phones-Display-Simcard/dp/B06XYHLMCX,"Green Berry M2 Credit Card phones Gold Colour | 2 MP Camera,Full Size Display,6.8 mm Ultra slim, Simcard/FM/MP3/MP4"
B01N7OQZS9,"1,035.00",http://www.amazon.in/Intex-Lions-G2-Black-Grey/dp/B01N7OQZS9,Intex Lions G2 (Black+Grey)
B00TOFCONI,,,Samsung Z1 SM-Z130H (White)
B01MXKK44W,"1,510.00",http://www.amazon.in/dp/B01MXKK44W,Lava Arc Grand 2 (Gold)
B01EHIRO90,"8,299.00",http://www.amazon.in/Panasonic-Eluga-Turbo-Marine-Blue/dp/B01EHIRO90,Panasonic Eluga Turbo - Marine Blue
B00MXQ2OJE,998.00,http://www.amazon.in/Micromax-X090-Mobile-Phone/dp/B00MXQ2OJE,Micromax X090 Mobile Phone
B00TAZDOXG,"9,980.00",http://www.amazon.in/Samsung-Galaxy-A3-Champagne-Gold/dp/B00TAZDOXG,"Samsung Galaxy A3 (Champagne Gold, 16GB)"
B010FUG2M4,699.00,http://www.amazon.in/Adcom-Voice-Changer-Black-Orange/dp/B010FUG2M4,Adcom Nonu X9 Voice Changer (Black/Orange)
B01HRTX9T0,"7,990.00",http://www.amazon.in/Lava-X81-Space-Grey-VoLTE/dp/B01HRTX9T0,"Lava X81 (Space Grey, VoLTE)"
B01EMS5ZBY,"7,600.00",http://www.amazon.in/LG-K7-volte-Mobile-Memory/dp/B01EMS5ZBY,"LG K7 4G volte Dual Sim Mobile Phone (Titan Titan) 1.5GB / 8GB Memory , 5MP Back / 5MP Front"
B06ZZPHFS9,599.00,http://www.amazon.in/multimedia-mobile-phone-K66-Blue/dp/B06ZZPHFS9,I Kall multimedia mobile phone K66 Blue
B06XFWS1PL,,,TCL PRIDE T500L 16GB SLATE
B01BHS7HC2,579.00,http://www.amazon.in/Kall-K55-Mobile-Black-Orange/dp/B01BHS7HC2,I Kall K55 1.8 inch Dual Sim Mobile (Black & Orange)
B072R6DDQS,"9,999.00",http://www.amazon.in/dp/B072R6DDQS,"Coolpad Note5 (Royal Gold, 32GB)(Certified Refurbished)"
B01JGNMJE6,"1,050.00",http://www.amazon.in/Karbonn-K46-LED-Black-Red/dp/B01JGNMJE6,Karbonn K46 LED (Black-Red)
B01MZ4I6X7,"7,890.00",http://www.amazon.in/Coolpad-Dazen-X7-X7-100-White/dp/B01MZ4I6X7,Coolpad Dazen X7 X7-100 (White)
B01CE7TZZM,,,Samsung Z3 Black
B072NDLQ4T,599.00,http://www.amazon.in/Sanchars-kickstand-Shockproof-Oneplus-Transparent/dp/B072NDLQ4T,Sanchar's For 2in1 Kick Stand kickstand Shockproof Dual Layer Back Case Cover For Oneplus 3 / Oneplus 3T / 1+3 / 1+3t Case cover (Gray/Black)
B01B2NQDK4,"5,290.00",http://www.amazon.in/Gionee-P5W-White/dp/B01B2NQDK4,Gionee P5W (White)
B017IYJYSO,,,Intex Neo V+ FM (Dual Sim) (Black)
B01MZXEACC,"32,160.00",http://www.amazon.in/LG-LGH990DS-V20-Silver/dp/B01MZXEACC,LG V20 LGH990DS (Silver)
B00W9K7QEM,"2,599.00",http://www.amazon.in/Swipe-Konnect-4-Neo-Black/dp/B00W9K7QEM,Swipe Konnect 4 Neo (Black)
B01F8U66Y0,729.00,http://www.amazon.in/Kall-K38-Mobile-Phone-Golden/dp/B01F8U66Y0,I Kall K38 Dual SIM Mobile Phone(Golden)
B06XHL1YMD,"4,529.00",http://www.amazon.in/dp/B06XHL1YMD,Intex Aqua Strong 5.1+ (Black)
B071D1SR9G,"10,249.00",http://www.amazon.in/Nubia-NX529J-White-Certified-Refurbished/dp/B071D1SR9G,Nubia Z11 Mini NX529J (White)(Certified Refurbished)
B01JUVLJO0,"4,099.00",http://www.amazon.in/Reach-Allure-3G-1GB-Silver/dp/B01JUVLJO0,Reach Allure 3G 1GB Ram 8 GB Rom ( Silver )
B01FVNS732,"2,999.00",http://www.amazon.in/Lava-A52-Black/dp/B01FVNS732,Lava A52 (Black)
B01H8FQZ62,,,"InFocus Bingo 21 M430 (Fashion white, 8GB)"
B01H8K1IYQ,699.00,http://www.amazon.in/ADCOM-dual-mobile-phone-Black/dp/B01H8K1IYQ,Adcom 111 Dual Sim Mobile Phone with Camera (Black & Red)
B01LZT8188,"8,999.00",http://www.amazon.in/Videocon-Cube-3-Golden-Black/dp/B01LZT8188,Videocon Cube 3 (Golden-Black)
B01JIQVGQS,"2,699.00",http://www.amazon.in/AIEK-STYLISH-CREDIT-PHONE-WHITE/dp/B01JIQVGQS,AIEK M3 STYLISH SLIM CREDIT CARD SIZE  PHONE WHITE
B00XBX1NU4,,,BlackBerry Leap (India-Grey)
B01DW8JDI6,"7,499.00",http://www.amazon.in/Lava-V2-3GB-Royal-Black/dp/B01DW8JDI6,Lava V2 3GB (Royal Black)
B01F5D0W2C,"1,799.00",http://www.amazon.in/KECHAODA-Battery-Mobile-Phone-Colour/dp/B01F5D0W2C,KECHAODA K36 5000 mAh Battery Big Mobile Phone in Black Colour
B06XXXC7WN,"3,749.00",http://www.amazon.in/INTEX-Aqua-Twist-3G-Androidphone/dp/B06XXXC7WN,INTEX Aqua Twist 3G Androidphone
B014UWQAZM,"39,990.00",http://www.amazon.in/Samsung-Galaxy-Note-N920G-Gold/dp/B014UWQAZM,"Samsung Galaxy Note 5 N920G (Gold, 64 GB)"
B01IKQ0M9Y,,,"InFocus Bingo 21 M430 (Orange, 8GB)"
B01LWIT5AH,"1,170.00",http://www.amazon.in/Kechadda-Mobile-Bluetooth-Connectvity-RoseGold/dp/B01LWIT5AH,Kechadda K116 Mini Mobile With Bluetooth Connectvity in RoseGold Colour
B071VJGTFG,"4,890.00",http://www.amazon.in/Karbonn-Titanium-Machfive-Silver/dp/B071VJGTFG,Karbonn Titanium Machfive (Silver)
B01LCKYIFY,"14,990.00",http://www.amazon.in/HTC-Desire-830-dual-Black/dp/B01LCKYIFY,HTC Desire 830 dual sim 4G LTE 32GB (Black Gold)
B072BM9HZB,"1,359.00",http://www.amazon.in/Lava-Arc-One-Plus-White-Gold/dp/B072BM9HZB,Lava Arc One Plus (White-Gold)
B00XN8SZKI,"5,699.00",http://www.amazon.in/Micromax-Canvas-Nitro-E311-White-Gold/dp/B00XN8SZKI,Micromax Canvas Nitro 2 E311 (White-Gold)
B01N5KKWNE,"64,915.42",http://www.amazon.in/Google-Pixel-XL-Silver-128GB/dp/B01N5KKWNE,"Google Pixel XL (Very Silver, 128GB)"
B01HTCI300,599.00,http://www.amazon.in/KALL-K12-Multimedia-Black-Blue/dp/B01HTCI300,I KALL K12 Dual Sim Wireless FM Supported Multimedia Mobile- Black & Blue
B071RWLSK1,"1,299.00",http://www.amazon.in/Navya-Latest-Selling-Mobile-Unbreakable/dp/B071RWLSK1,Navya Latest Best Selling N2016 2.8 Inch Mobile Phone Silver (Unbreakable Model)
B01ALFQR5U,,,Micromax X910A (Grey)
B0745GPRJ7,"17,999.00",http://www.amazon.in/Mtorola-MOTO-M-64-GB/dp/B0745GPRJ7,Mtorola MOTO M (64 GB)
B06XS6TZ9R,999.00,http://www.amazon.in/dp/B06XS6TZ9R,I KALL 4.57cm (1.8 Inch) Combo Phone-K12 (Red & Blue)
